filename,width,height,class,xmin,ymin,xmax,ymax
orig_14_084_6_0046.bmp,512,512,Stenosis,309,165,355,200
aug1_hflip_14_084_6_0046.bmp,512,512,Stenosis,157,165,203,200
aug2_vflip_14_084_6_0046.bmp,512,512,Stenosis,309,312,355,347
aug3_brt_14_084_6_0046.bmp,512,512,Stenosis,309,165,355,200
orig_14_070_5_0042.bmp,512,512,Stenosis,66,168,100,193
aug1_hflip_14_070_5_0042.bmp,512,512,Stenosis,412,168,446,193
aug2_vflip_14_070_5_0042.bmp,512,512,Stenosis,66,319,100,344
aug3_brt_14_070_5_0042.bmp,512,512,Stenosis,66,168,100,193
orig_14_007_5_0063.bmp,512,512,Stenosis,259,122,284,149
aug1_hflip_14_007_5_0063.bmp,512,512,Stenosis,228,122,253,149
aug2_vflip_14_007_5_0063.bmp,512,512,Stenosis,259,363,284,390
aug3_brt_14_007_5_0063.bmp,512,512,Stenosis,259,122,284,149
orig_14_007_8_0077.bmp,512,512,Stenosis,294,120,325,147
aug1_hflip_14_007_8_0077.bmp,512,512,Stenosis,187,120,218,147
aug2_vflip_14_007_8_0077.bmp,512,512,Stenosis,294,365,325,392
aug3_brt_14_007_8_0077.bmp,512,512,Stenosis,294,120,325,147
orig_14_026_2_0052.bmp,512,512,Stenosis,113,140,145,174
aug1_hflip_14_026_2_0052.bmp,512,512,Stenosis,367,140,399,174
aug2_vflip_14_026_2_0052.bmp,512,512,Stenosis,113,338,145,372
aug3_brt_14_026_2_0052.bmp,512,512,Stenosis,113,140,145,174
orig_14_068_2_0032.bmp,512,512,Stenosis,153,176,180,207
aug1_hflip_14_068_2_0032.bmp,512,512,Stenosis,332,176,359,207
aug2_vflip_14_068_2_0032.bmp,512,512,Stenosis,153,305,180,336
aug3_brt_14_068_2_0032.bmp,512,512,Stenosis,153,176,180,207
orig_14_039_4_0035.bmp,512,512,Stenosis,156,140,169,156
aug1_hflip_14_039_4_0035.bmp,512,512,Stenosis,343,140,356,156
aug2_vflip_14_039_4_0035.bmp,512,512,Stenosis,156,356,169,372
aug3_brt_14_039_4_0035.bmp,512,512,Stenosis,156,140,169,156
orig_14_006_1_0050.bmp,512,512,Stenosis,323,297,373,382
aug1_hflip_14_006_1_0050.bmp,512,512,Stenosis,139,297,189,382
aug2_vflip_14_006_1_0050.bmp,512,512,Stenosis,323,130,373,215
aug3_brt_14_006_1_0050.bmp,512,512,Stenosis,323,297,373,382
orig_14_007_3_0064.bmp,512,512,Stenosis,269,126,300,149
aug1_hflip_14_007_3_0064.bmp,512,512,Stenosis,212,126,243,149
aug2_vflip_14_007_3_0064.bmp,512,512,Stenosis,269,363,300,386
aug3_brt_14_007_3_0064.bmp,512,512,Stenosis,269,126,300,149
orig_14_014_1_0032.bmp,512,512,Stenosis,145,105,199,138
aug1_hflip_14_014_1_0032.bmp,512,512,Stenosis,313,105,367,138
aug2_vflip_14_014_1_0032.bmp,512,512,Stenosis,145,374,199,407
aug3_brt_14_014_1_0032.bmp,512,512,Stenosis,145,105,199,138
orig_14_084_6_0035.bmp,512,512,Stenosis,301,170,352,204
aug1_hflip_14_084_6_0035.bmp,512,512,Stenosis,160,170,211,204
aug2_vflip_14_084_6_0035.bmp,512,512,Stenosis,301,308,352,342
aug3_brt_14_084_6_0035.bmp,512,512,Stenosis,301,170,352,204
orig_14_033_4_0027.bmp,512,512,Stenosis,256,96,275,115
aug1_hflip_14_033_4_0027.bmp,512,512,Stenosis,237,96,256,115
aug2_vflip_14_033_4_0027.bmp,512,512,Stenosis,256,397,275,416
aug3_brt_14_033_4_0027.bmp,512,512,Stenosis,256,96,275,115
orig_14_095_1_0037.bmp,512,512,Stenosis,336,306,366,320
aug1_hflip_14_095_1_0037.bmp,512,512,Stenosis,146,306,176,320
aug2_vflip_14_095_1_0037.bmp,512,512,Stenosis,336,192,366,206
aug3_brt_14_095_1_0037.bmp,512,512,Stenosis,336,306,366,320
orig_14_021_38_0015.bmp,512,512,Stenosis,145,331,198,350
aug1_hflip_14_021_38_0015.bmp,512,512,Stenosis,314,331,367,350
aug2_vflip_14_021_38_0015.bmp,512,512,Stenosis,145,162,198,181
aug3_brt_14_021_38_0015.bmp,512,512,Stenosis,145,331,198,350
orig_14_024_5_0076.bmp,512,512,Stenosis,286,43,312,75
aug1_hflip_14_024_5_0076.bmp,512,512,Stenosis,200,43,226,75
aug2_vflip_14_024_5_0076.bmp,512,512,Stenosis,286,437,312,469
aug3_brt_14_024_5_0076.bmp,512,512,Stenosis,286,43,312,75
orig_14_007_5_0092.bmp,512,512,Stenosis,275,142,298,167
aug1_hflip_14_007_5_0092.bmp,512,512,Stenosis,214,142,237,167
aug2_vflip_14_007_5_0092.bmp,512,512,Stenosis,275,345,298,370
aug3_brt_14_007_5_0092.bmp,512,512,Stenosis,275,142,298,167
orig_14_033_4_0056.bmp,512,512,Stenosis,273,128,293,149
aug1_hflip_14_033_4_0056.bmp,512,512,Stenosis,219,128,239,149
aug2_vflip_14_033_4_0056.bmp,512,512,Stenosis,273,363,293,384
aug3_brt_14_033_4_0056.bmp,512,512,Stenosis,273,128,293,149
orig_14_094_3_0060.bmp,512,512,Stenosis,201,118,223,156
aug1_hflip_14_094_3_0060.bmp,512,512,Stenosis,289,118,311,156
aug2_vflip_14_094_3_0060.bmp,512,512,Stenosis,201,356,223,394
aug3_brt_14_094_3_0060.bmp,512,512,Stenosis,201,118,223,156
orig_14_018_6_0042.bmp,512,512,Stenosis,122,123,157,161
aug1_hflip_14_018_6_0042.bmp,512,512,Stenosis,355,123,390,161
aug2_vflip_14_018_6_0042.bmp,512,512,Stenosis,122,351,157,389
aug3_brt_14_018_6_0042.bmp,512,512,Stenosis,122,123,157,161
orig_14_012_4_0028.bmp,512,512,Stenosis,156,84,177,111
aug1_hflip_14_012_4_0028.bmp,512,512,Stenosis,335,84,356,111
aug2_vflip_14_012_4_0028.bmp,512,512,Stenosis,156,401,177,428
aug3_brt_14_012_4_0028.bmp,512,512,Stenosis,156,84,177,111
orig_14_040_5_0017.bmp,512,512,Stenosis,416,180,432,193
aug1_hflip_14_040_5_0017.bmp,512,512,Stenosis,80,180,96,193
aug2_vflip_14_040_5_0017.bmp,512,512,Stenosis,416,319,432,332
aug3_brt_14_040_5_0017.bmp,512,512,Stenosis,416,180,432,193
orig_14_015_1_0015.bmp,512,512,Stenosis,109,81,166,121
aug1_hflip_14_015_1_0015.bmp,512,512,Stenosis,346,81,403,121
aug2_vflip_14_015_1_0015.bmp,512,512,Stenosis,109,391,166,431
aug3_brt_14_015_1_0015.bmp,512,512,Stenosis,109,81,166,121
orig_14_021_1_0075.bmp,512,512,Stenosis,95,335,147,362
aug1_hflip_14_021_1_0075.bmp,512,512,Stenosis,365,335,417,362
aug2_vflip_14_021_1_0075.bmp,512,512,Stenosis,95,150,147,177
aug3_brt_14_021_1_0075.bmp,512,512,Stenosis,95,335,147,362
orig_14_029_6_0083.bmp,512,512,Stenosis,78,250,101,267
aug1_hflip_14_029_6_0083.bmp,512,512,Stenosis,411,250,434,267
aug2_vflip_14_029_6_0083.bmp,512,512,Stenosis,78,245,101,262
aug3_brt_14_029_6_0083.bmp,512,512,Stenosis,78,250,101,267
orig_14_050_8_0050.bmp,512,512,Stenosis,172,125,221,144
aug1_hflip_14_050_8_0050.bmp,512,512,Stenosis,291,125,340,144
aug2_vflip_14_050_8_0050.bmp,512,512,Stenosis,172,368,221,387
aug3_brt_14_050_8_0050.bmp,512,512,Stenosis,172,125,221,144
orig_14_032_6_0074.bmp,512,512,Stenosis,296,180,313,208
aug1_hflip_14_032_6_0074.bmp,512,512,Stenosis,199,180,216,208
aug2_vflip_14_032_6_0074.bmp,512,512,Stenosis,296,304,313,332
aug3_brt_14_032_6_0074.bmp,512,512,Stenosis,296,180,313,208
orig_14_019_5_0035.bmp,512,512,Stenosis,241,78,284,102
aug1_hflip_14_019_5_0035.bmp,512,512,Stenosis,228,78,271,102
aug2_vflip_14_019_5_0035.bmp,512,512,Stenosis,241,410,284,434
aug3_brt_14_019_5_0035.bmp,512,512,Stenosis,241,78,284,102
orig_14_080_3_0024.bmp,512,512,Stenosis,215,212,245,233
aug1_hflip_14_080_3_0024.bmp,512,512,Stenosis,267,212,297,233
aug2_vflip_14_080_3_0024.bmp,512,512,Stenosis,215,279,245,300
aug3_brt_14_080_3_0024.bmp,512,512,Stenosis,215,212,245,233
orig_14_057_2_0068.bmp,512,512,Stenosis,224,108,256,138
aug1_hflip_14_057_2_0068.bmp,512,512,Stenosis,256,108,288,138
aug2_vflip_14_057_2_0068.bmp,512,512,Stenosis,224,374,256,404
aug3_brt_14_057_2_0068.bmp,512,512,Stenosis,224,108,256,138
orig_14_083_6_0040.bmp,512,512,Stenosis,127,150,158,173
aug1_hflip_14_083_6_0040.bmp,512,512,Stenosis,354,150,385,173
aug2_vflip_14_083_6_0040.bmp,512,512,Stenosis,127,339,158,362
aug3_brt_14_083_6_0040.bmp,512,512,Stenosis,127,150,158,173
orig_14_029_5_0059.bmp,512,512,Stenosis,122,270,151,293
aug1_hflip_14_029_5_0059.bmp,512,512,Stenosis,361,270,390,293
aug2_vflip_14_029_5_0059.bmp,512,512,Stenosis,122,219,151,242
aug3_brt_14_029_5_0059.bmp,512,512,Stenosis,122,270,151,293
orig_14_046_5_0077.bmp,512,512,Stenosis,355,138,371,151
aug1_hflip_14_046_5_0077.bmp,512,512,Stenosis,141,138,157,151
aug2_vflip_14_046_5_0077.bmp,512,512,Stenosis,355,361,371,374
aug3_brt_14_046_5_0077.bmp,512,512,Stenosis,355,138,371,151
orig_14_006_1_0138.bmp,512,512,Stenosis,301,280,358,368
aug1_hflip_14_006_1_0138.bmp,512,512,Stenosis,154,280,211,368
aug2_vflip_14_006_1_0138.bmp,512,512,Stenosis,301,144,358,232
aug3_brt_14_006_1_0138.bmp,512,512,Stenosis,301,280,358,368
orig_14_006_1_0077.bmp,512,512,Stenosis,304,277,367,367
aug1_hflip_14_006_1_0077.bmp,512,512,Stenosis,145,277,208,367
aug2_vflip_14_006_1_0077.bmp,512,512,Stenosis,304,145,367,235
aug3_brt_14_006_1_0077.bmp,512,512,Stenosis,304,277,367,367
orig_14_051_5_0024.bmp,512,512,Stenosis,150,85,203,107
aug1_hflip_14_051_5_0024.bmp,512,512,Stenosis,309,85,362,107
aug2_vflip_14_051_5_0024.bmp,512,512,Stenosis,150,405,203,427
aug3_brt_14_051_5_0024.bmp,512,512,Stenosis,150,85,203,107
orig_14_021_37_0034.bmp,512,512,Stenosis,197,405,254,431
aug1_hflip_14_021_37_0034.bmp,512,512,Stenosis,258,405,315,431
aug2_vflip_14_021_37_0034.bmp,512,512,Stenosis,197,81,254,107
aug3_brt_14_021_37_0034.bmp,512,512,Stenosis,197,405,254,431
orig_14_087_1_0090.bmp,512,512,Stenosis,163,160,214,192
aug1_hflip_14_087_1_0090.bmp,512,512,Stenosis,298,160,349,192
aug2_vflip_14_087_1_0090.bmp,512,512,Stenosis,163,320,214,352
aug3_brt_14_087_1_0090.bmp,512,512,Stenosis,163,160,214,192
orig_14_021_37_0019.bmp,512,512,Stenosis,187,408,239,431
aug1_hflip_14_021_37_0019.bmp,512,512,Stenosis,273,408,325,431
aug2_vflip_14_021_37_0019.bmp,512,512,Stenosis,187,81,239,104
aug3_brt_14_021_37_0019.bmp,512,512,Stenosis,187,408,239,431
orig_14_006_1_0112.bmp,512,512,Stenosis,292,312,350,389
aug1_hflip_14_006_1_0112.bmp,512,512,Stenosis,162,312,220,389
aug2_vflip_14_006_1_0112.bmp,512,512,Stenosis,292,123,350,200
aug3_brt_14_006_1_0112.bmp,512,512,Stenosis,292,312,350,389
orig_14_019_5_0034.bmp,512,512,Stenosis,231,85,275,109
aug1_hflip_14_019_5_0034.bmp,512,512,Stenosis,237,85,281,109
aug2_vflip_14_019_5_0034.bmp,512,512,Stenosis,231,403,275,427
aug3_brt_14_019_5_0034.bmp,512,512,Stenosis,231,85,275,109
orig_14_057_3_0061.bmp,512,512,Stenosis,199,59,226,89
aug1_hflip_14_057_3_0061.bmp,512,512,Stenosis,286,59,313,89
aug2_vflip_14_057_3_0061.bmp,512,512,Stenosis,199,423,226,453
aug3_brt_14_057_3_0061.bmp,512,512,Stenosis,199,59,226,89
orig_14_039_1_0037.bmp,512,512,Stenosis,156,80,175,103
aug1_hflip_14_039_1_0037.bmp,512,512,Stenosis,337,80,356,103
aug2_vflip_14_039_1_0037.bmp,512,512,Stenosis,156,409,175,432
aug3_brt_14_039_1_0037.bmp,512,512,Stenosis,156,80,175,103
orig_14_016_1_0038.bmp,512,512,Stenosis,221,132,257,160
aug1_hflip_14_016_1_0038.bmp,512,512,Stenosis,255,132,291,160
aug2_vflip_14_016_1_0038.bmp,512,512,Stenosis,221,352,257,380
aug3_brt_14_016_1_0038.bmp,512,512,Stenosis,221,132,257,160
orig_14_007_5_0082.bmp,512,512,Stenosis,247,128,277,152
aug1_hflip_14_007_5_0082.bmp,512,512,Stenosis,235,128,265,152
aug2_vflip_14_007_5_0082.bmp,512,512,Stenosis,247,360,277,384
aug3_brt_14_007_5_0082.bmp,512,512,Stenosis,247,128,277,152
orig_14_075_4_0035.bmp,512,512,Stenosis,105,171,150,196
aug1_hflip_14_075_4_0035.bmp,512,512,Stenosis,362,171,407,196
aug2_vflip_14_075_4_0035.bmp,512,512,Stenosis,105,316,150,341
aug3_brt_14_075_4_0035.bmp,512,512,Stenosis,105,171,150,196
orig_14_059_1_0060.bmp,512,512,Stenosis,232,225,293,258
aug1_hflip_14_059_1_0060.bmp,512,512,Stenosis,219,225,280,258
aug2_vflip_14_059_1_0060.bmp,512,512,Stenosis,232,254,293,287
aug3_brt_14_059_1_0060.bmp,512,512,Stenosis,232,225,293,258
orig_14_021_16_0079.bmp,512,512,Stenosis,101,74,128,116
aug1_hflip_14_021_16_0079.bmp,512,512,Stenosis,384,74,411,116
aug2_vflip_14_021_16_0079.bmp,512,512,Stenosis,101,396,128,438
aug3_brt_14_021_16_0079.bmp,512,512,Stenosis,101,74,128,116
orig_14_084_7_0032.bmp,512,512,Stenosis,51,158,76,188
aug1_hflip_14_084_7_0032.bmp,512,512,Stenosis,436,158,461,188
aug2_vflip_14_084_7_0032.bmp,512,512,Stenosis,51,324,76,354
aug3_brt_14_084_7_0032.bmp,512,512,Stenosis,51,158,76,188
orig_14_029_2_0063.bmp,512,512,Stenosis,136,157,154,184
aug1_hflip_14_029_2_0063.bmp,512,512,Stenosis,358,157,376,184
aug2_vflip_14_029_2_0063.bmp,512,512,Stenosis,136,328,154,355
aug3_brt_14_029_2_0063.bmp,512,512,Stenosis,136,157,154,184
orig_14_062_2_0037.bmp,512,512,Stenosis,154,122,190,153
aug1_hflip_14_062_2_0037.bmp,512,512,Stenosis,322,122,358,153
aug2_vflip_14_062_2_0037.bmp,512,512,Stenosis,154,359,190,390
aug3_brt_14_062_2_0037.bmp,512,512,Stenosis,154,122,190,153
orig_14_053_1_0067.bmp,512,512,Stenosis,106,327,152,352
aug1_hflip_14_053_1_0067.bmp,512,512,Stenosis,360,327,406,352
aug2_vflip_14_053_1_0067.bmp,512,512,Stenosis,106,160,152,185
aug3_brt_14_053_1_0067.bmp,512,512,Stenosis,106,327,152,352
orig_14_084_7_0059.bmp,512,512,Stenosis,57,126,83,165
aug1_hflip_14_084_7_0059.bmp,512,512,Stenosis,429,126,455,165
aug2_vflip_14_084_7_0059.bmp,512,512,Stenosis,57,347,83,386
aug3_brt_14_084_7_0059.bmp,512,512,Stenosis,57,126,83,165
orig_14_062_5_0064.bmp,512,512,Stenosis,80,257,96,308
aug1_hflip_14_062_5_0064.bmp,512,512,Stenosis,416,257,432,308
aug2_vflip_14_062_5_0064.bmp,512,512,Stenosis,80,204,96,255
aug3_brt_14_062_5_0064.bmp,512,512,Stenosis,80,257,96,308
orig_14_096_6_0067.bmp,512,512,Stenosis,153,138,217,161
aug1_hflip_14_096_6_0067.bmp,512,512,Stenosis,295,138,359,161
aug2_vflip_14_096_6_0067.bmp,512,512,Stenosis,153,351,217,374
aug3_brt_14_096_6_0067.bmp,512,512,Stenosis,153,138,217,161
orig_14_075_5_0020.bmp,512,512,Stenosis,169,65,223,89
aug1_hflip_14_075_5_0020.bmp,512,512,Stenosis,289,65,343,89
aug2_vflip_14_075_5_0020.bmp,512,512,Stenosis,169,423,223,447
aug3_brt_14_075_5_0020.bmp,512,512,Stenosis,169,65,223,89
orig_14_040_1_0031.bmp,512,512,Stenosis,265,173,274,191
aug1_hflip_14_040_1_0031.bmp,512,512,Stenosis,238,173,247,191
aug2_vflip_14_040_1_0031.bmp,512,512,Stenosis,265,321,274,339
aug3_brt_14_040_1_0031.bmp,512,512,Stenosis,265,173,274,191
orig_14_006_1_0139.bmp,512,512,Stenosis,305,279,369,369
aug1_hflip_14_006_1_0139.bmp,512,512,Stenosis,143,279,207,369
aug2_vflip_14_006_1_0139.bmp,512,512,Stenosis,305,143,369,233
aug3_brt_14_006_1_0139.bmp,512,512,Stenosis,305,279,369,369
orig_14_075_3_0021.bmp,512,512,Stenosis,95,232,122,275
aug1_hflip_14_075_3_0021.bmp,512,512,Stenosis,390,232,417,275
aug2_vflip_14_075_3_0021.bmp,512,512,Stenosis,95,237,122,280
aug3_brt_14_075_3_0021.bmp,512,512,Stenosis,95,232,122,275
orig_14_033_4_0068.bmp,512,512,Stenosis,259,108,280,127
aug1_hflip_14_033_4_0068.bmp,512,512,Stenosis,232,108,253,127
aug2_vflip_14_033_4_0068.bmp,512,512,Stenosis,259,385,280,404
aug3_brt_14_033_4_0068.bmp,512,512,Stenosis,259,108,280,127
orig_14_083_6_0042.bmp,512,512,Stenosis,133,151,158,178
aug1_hflip_14_083_6_0042.bmp,512,512,Stenosis,354,151,379,178
aug2_vflip_14_083_6_0042.bmp,512,512,Stenosis,133,334,158,361
aug3_brt_14_083_6_0042.bmp,512,512,Stenosis,133,151,158,178
orig_14_039_7_0072.bmp,512,512,Stenosis,144,119,161,135
aug1_hflip_14_039_7_0072.bmp,512,512,Stenosis,351,119,368,135
aug2_vflip_14_039_7_0072.bmp,512,512,Stenosis,144,377,161,393
aug3_brt_14_039_7_0072.bmp,512,512,Stenosis,144,119,161,135
orig_14_018_6_0030.bmp,512,512,Stenosis,154,133,193,170
aug1_hflip_14_018_6_0030.bmp,512,512,Stenosis,319,133,358,170
aug2_vflip_14_018_6_0030.bmp,512,512,Stenosis,154,342,193,379
aug3_brt_14_018_6_0030.bmp,512,512,Stenosis,154,133,193,170
orig_14_081_3_0031.bmp,512,512,Stenosis,63,183,89,224
aug1_hflip_14_081_3_0031.bmp,512,512,Stenosis,423,183,449,224
aug2_vflip_14_081_3_0031.bmp,512,512,Stenosis,63,288,89,329
aug3_brt_14_081_3_0031.bmp,512,512,Stenosis,63,183,89,224
orig_14_075_6_0016.bmp,512,512,Stenosis,177,101,247,120
aug1_hflip_14_075_6_0016.bmp,512,512,Stenosis,265,101,335,120
aug2_vflip_14_075_6_0016.bmp,512,512,Stenosis,177,392,247,411
aug3_brt_14_075_6_0016.bmp,512,512,Stenosis,177,101,247,120
orig_14_040_5_0030.bmp,512,512,Stenosis,383,168,407,179
aug1_hflip_14_040_5_0030.bmp,512,512,Stenosis,105,168,129,179
aug2_vflip_14_040_5_0030.bmp,512,512,Stenosis,383,333,407,344
aug3_brt_14_040_5_0030.bmp,512,512,Stenosis,383,168,407,179
orig_14_051_5_0027.bmp,512,512,Stenosis,134,85,197,104
aug1_hflip_14_051_5_0027.bmp,512,512,Stenosis,315,85,378,104
aug2_vflip_14_051_5_0027.bmp,512,512,Stenosis,134,408,197,427
aug3_brt_14_051_5_0027.bmp,512,512,Stenosis,134,85,197,104
orig_14_088_1_0031.bmp,512,512,Stenosis,314,122,366,147
aug1_hflip_14_088_1_0031.bmp,512,512,Stenosis,146,122,198,147
aug2_vflip_14_088_1_0031.bmp,512,512,Stenosis,314,365,366,390
aug3_brt_14_088_1_0031.bmp,512,512,Stenosis,314,122,366,147
orig_14_075_4_0060.bmp,512,512,Stenosis,113,220,159,235
aug1_hflip_14_075_4_0060.bmp,512,512,Stenosis,353,220,399,235
aug2_vflip_14_075_4_0060.bmp,512,512,Stenosis,113,277,159,292
aug3_brt_14_075_4_0060.bmp,512,512,Stenosis,113,220,159,235
orig_14_007_3_0052.bmp,512,512,Stenosis,277,138,308,165
aug1_hflip_14_007_3_0052.bmp,512,512,Stenosis,204,138,235,165
aug2_vflip_14_007_3_0052.bmp,512,512,Stenosis,277,347,308,374
aug3_brt_14_007_3_0052.bmp,512,512,Stenosis,277,138,308,165
orig_14_021_34_0033.bmp,512,512,Stenosis,335,98,369,128
aug1_hflip_14_021_34_0033.bmp,512,512,Stenosis,143,98,177,128
aug2_vflip_14_021_34_0033.bmp,512,512,Stenosis,335,384,369,414
aug3_brt_14_021_34_0033.bmp,512,512,Stenosis,335,98,369,128
orig_14_042_4_0042.bmp,512,512,Stenosis,336,231,349,248
aug1_hflip_14_042_4_0042.bmp,512,512,Stenosis,163,231,176,248
aug2_vflip_14_042_4_0042.bmp,512,512,Stenosis,336,264,349,281
aug3_brt_14_042_4_0042.bmp,512,512,Stenosis,336,231,349,248
orig_14_048_2_0023.bmp,512,512,Stenosis,119,144,132,166
aug1_hflip_14_048_2_0023.bmp,512,512,Stenosis,380,144,393,166
aug2_vflip_14_048_2_0023.bmp,512,512,Stenosis,119,346,132,368
aug3_brt_14_048_2_0023.bmp,512,512,Stenosis,119,144,132,166
orig_14_040_5_0021.bmp,512,512,Stenosis,363,185,385,198
aug1_hflip_14_040_5_0021.bmp,512,512,Stenosis,127,185,149,198
aug2_vflip_14_040_5_0021.bmp,512,512,Stenosis,363,314,385,327
aug3_brt_14_040_5_0021.bmp,512,512,Stenosis,363,185,385,198
orig_14_050_10_0044.bmp,512,512,Stenosis,241,178,291,197
aug1_hflip_14_050_10_0044.bmp,512,512,Stenosis,221,178,271,197
aug2_vflip_14_050_10_0044.bmp,512,512,Stenosis,241,315,291,334
aug3_brt_14_050_10_0044.bmp,512,512,Stenosis,241,178,291,197
orig_14_083_6_0031.bmp,512,512,Stenosis,134,153,164,173
aug1_hflip_14_083_6_0031.bmp,512,512,Stenosis,348,153,378,173
aug2_vflip_14_083_6_0031.bmp,512,512,Stenosis,134,339,164,359
aug3_brt_14_083_6_0031.bmp,512,512,Stenosis,134,153,164,173
orig_14_080_3_0037.bmp,512,512,Stenosis,189,214,230,238
aug1_hflip_14_080_3_0037.bmp,512,512,Stenosis,282,214,323,238
aug2_vflip_14_080_3_0037.bmp,512,512,Stenosis,189,274,230,298
aug3_brt_14_080_3_0037.bmp,512,512,Stenosis,189,214,230,238
orig_14_015_1_0021.bmp,512,512,Stenosis,121,107,174,138
aug1_hflip_14_015_1_0021.bmp,512,512,Stenosis,338,107,391,138
aug2_vflip_14_015_1_0021.bmp,512,512,Stenosis,121,374,174,405
aug3_brt_14_015_1_0021.bmp,512,512,Stenosis,121,107,174,138
orig_14_044_1_0037.bmp,512,512,Stenosis,123,91,142,111
aug1_hflip_14_044_1_0037.bmp,512,512,Stenosis,370,91,389,111
aug2_vflip_14_044_1_0037.bmp,512,512,Stenosis,123,401,142,421
aug3_brt_14_044_1_0037.bmp,512,512,Stenosis,123,91,142,111
orig_14_029_6_0059.bmp,512,512,Stenosis,69,254,97,270
aug1_hflip_14_029_6_0059.bmp,512,512,Stenosis,415,254,443,270
aug2_vflip_14_029_6_0059.bmp,512,512,Stenosis,69,242,97,258
aug3_brt_14_029_6_0059.bmp,512,512,Stenosis,69,254,97,270
orig_14_085_4_0055.bmp,512,512,Stenosis,216,123,277,151
aug1_hflip_14_085_4_0055.bmp,512,512,Stenosis,235,123,296,151
aug2_vflip_14_085_4_0055.bmp,512,512,Stenosis,216,361,277,389
aug3_brt_14_085_4_0055.bmp,512,512,Stenosis,216,123,277,151
orig_14_081_6_0025.bmp,512,512,Stenosis,228,81,265,100
aug1_hflip_14_081_6_0025.bmp,512,512,Stenosis,247,81,284,100
aug2_vflip_14_081_6_0025.bmp,512,512,Stenosis,228,412,265,431
aug3_brt_14_081_6_0025.bmp,512,512,Stenosis,228,81,265,100
orig_14_084_3_0044.bmp,512,512,Stenosis,118,128,138,150
aug1_hflip_14_084_3_0044.bmp,512,512,Stenosis,374,128,394,150
aug2_vflip_14_084_3_0044.bmp,512,512,Stenosis,118,362,138,384
aug3_brt_14_084_3_0044.bmp,512,512,Stenosis,118,128,138,150
orig_14_021_1_0105.bmp,512,512,Stenosis,136,330,187,361
aug1_hflip_14_021_1_0105.bmp,512,512,Stenosis,325,330,376,361
aug2_vflip_14_021_1_0105.bmp,512,512,Stenosis,136,151,187,182
aug3_brt_14_021_1_0105.bmp,512,512,Stenosis,136,330,187,361
orig_14_051_2_0043.bmp,512,512,Stenosis,94,356,126,403
aug1_hflip_14_051_2_0043.bmp,512,512,Stenosis,386,356,418,403
aug2_vflip_14_051_2_0043.bmp,512,512,Stenosis,94,109,126,156
aug3_brt_14_051_2_0043.bmp,512,512,Stenosis,94,356,126,403
orig_14_021_31_0033.bmp,512,512,Stenosis,166,180,204,209
aug1_hflip_14_021_31_0033.bmp,512,512,Stenosis,308,180,346,209
aug2_vflip_14_021_31_0033.bmp,512,512,Stenosis,166,303,204,332
aug3_brt_14_021_31_0033.bmp,512,512,Stenosis,166,180,204,209
orig_14_029_5_0056.bmp,512,512,Stenosis,119,270,163,292
aug1_hflip_14_029_5_0056.bmp,512,512,Stenosis,349,270,393,292
aug2_vflip_14_029_5_0056.bmp,512,512,Stenosis,119,220,163,242
aug3_brt_14_029_5_0056.bmp,512,512,Stenosis,119,270,163,292
